ObjectID,GlobalID,Date and Pickup Time,Deer and Bear Removal,Other wildlife types,Route,Latitude_d,Longitude_d,County,District,Residency,x,y,Date,Year,MonthName,MonthNumber,DOWName,DOWNumber,wildlife,Standardized route
2750,d414f6d2-8515-4e62-ab05-01cd0fc26b32,11/24/2023 3:10:48 PM,Deer,,I-64,38.0203530963932,-78.41406407445,Albemarle County,Culpeper,Charlottesville,-78.41406407445,38.0203530963932,2023-11-24,2023,November,11,Friday,4,Deer,I-64
2749,6df316ba-03a5-4ccb-a13b-22aa3b413e8d,11/24/2023 2:57:15 PM,Deer,,I-64,37.9916098882942,-78.2468245566224,Albemarle County,Culpeper,Charlottesville,-78.2468245566224,37.9916098882942,2023-11-24,2023,November,11,Friday,4,Deer,I-64
2743,113c495a-c4d5-42d1-9b95-b2303f6e16c6,11/22/2023 4:43:02 PM,Deer,,I-64,38.0203565469673,-78.4146013568821,Albemarle County,Culpeper,Charlottesville,-78.4146013568821,38.0203565469673,2023-11-22,2023,November,11,Wednesday,2,Deer,I-64
2775,bdf92f51-3178-4da4-b0b5-d1d6e535a56b,11/27/2023 4:53:41 PM,Deer,,I-64,38.0472869582653,-78.7801092787814,Albemarle County,Culpeper,Charlottesville,-78.7801092787814,38.0472869582653,2023-11-27,2023,November,11,Monday,0,Deer,I-64
2736,47bca277-5208-463e-b1ef-14950c8c21ab,11/21/2023 5:48:33 PM,Deer,,I-64,37.9558813893063,-78.1522151585814,Albemarle County,Culpeper,Charlottesville,-78.1522151585814,37.9558813893063,2023-11-21,2023,November,11,Tuesday,1,Deer,I-64
2850,b0b7a805-5676-460f-b8a1-ab15ee3ef620,11/29/2023 7:01:40 PM,Deer,,I-64,38.0114306267358,-78.377628458571,Albemarle County,Culpeper,Charlottesville,-78.377628458571,38.0114306267358,2023-11-29,2023,November,11,Wednesday,2,Deer,I-64
2855,802da8c5-5e58-4a80-bc4d-fad8ed538862,11/30/2023 2:49:41 PM,Deer,,I-64,38.0099861869664,-78.4804283836276,Albemarle County,Culpeper,Charlottesville,-78.4804283836276,38.0099861869664,2023-11-30,2023,November,11,Thursday,3,Deer,I-64
2940,a542c99c-bf4f-44ba-b897-12eb7636b1d8,12/21/2023 2:27:36 PM,Deer,,I-64,37.9709656720855,-78.1998029172476,Albemarle County,Culpeper,Charlottesville,-78.1998029172476,37.9709656720855,2023-12-21,2023,December,12,Thursday,3,Deer,I-64
2939,5046fb5b-e242-480e-9eab-49168311d66b,12/21/2023 2:13:49 PM,Deer,,I-64,37.9958293324845,-78.2728166754892,Albemarle County,Culpeper,Charlottesville,-78.2728166754892,37.9958293324845,2023-12-21,2023,December,12,Thursday,3,Deer,I-64
2936,6715be87-2f93-4e58-a790-b3207ce55e0a,12/20/2023 3:48:32 PM,Deer,,I-64,38.0098672431803,-78.3721360788386,Albemarle County,Culpeper,Charlottesville,-78.3721360788386,38.0098672431803,2023-12-20,2023,December,12,Wednesday,2,Deer,I-64
2935,cce69618-02c6-4101-84d3-161976316ccd,12/20/2023 3:49:24 PM,Deer,,I-64,38.0098583860808,-78.3721483390045,Albemarle County,Culpeper,Charlottesville,-78.3721483390045,38.0098583860808,2023-12-20,2023,December,12,Wednesday,2,Deer,I-64
2934,88c3945a-0e19-4a88-b28b-9bee11f033b5,12/20/2023 3:48:32 PM,Deer,,I-64,38.0098672431803,-78.3721360788386,Albemarle County,Culpeper,Charlottesville,-78.3721360788386,38.0098672431803,2023-12-20,2023,December,12,Wednesday,2,Deer,I-64
2933,a91d7dd2-fd4d-4ffc-b406-255171ffe9e8,12/20/2023 3:28:55 PM,Deer,,I-64,37.9902924965617,-78.2441313827294,Albemarle County,Culpeper,Charlottesville,-78.2441313827294,37.9902924965617,2023-12-20,2023,December,12,Wednesday,2,Deer,I-64
2932,0f1e3eff-8aab-469f-ae4f-4092dbca690a,12/20/2023 3:28:55 PM,Deer,,I-64,37.9902924965617,-78.2441313827294,Albemarle County,Culpeper,Charlottesville,-78.2441313827294,37.9902924965617,2023-12-20,2023,December,12,Wednesday,2,Deer,I-64
2931,10b364f7-d7b2-44d3-8795-f3cf82fff5d4,12/19/2023 6:52:09 PM,Deer,,I-64,37.8009631358092,-79.4138007690095,Rockbridge County,Staunton,Lexington,-79.4138007690095,37.8009631358092,2023-12-19,2023,December,12,Tuesday,1,Deer,I-64
2851,2d530305-3162-4c1b-ae25-d5b6500b9480,11/29/2023 7:19:28 PM,Deer,,I-64,37.9962108181724,-78.3121788955586,Albemarle County,Culpeper,Charlottesville,-78.3121788955586,37.9962108181724,2023-11-29,2023,November,11,Wednesday,2,Deer,I-64
2930,ea878ea5-6dc6-458d-a38f-82b4f0b4d12f,12/18/2023 7:56:49 PM,Deer,,I-64,37.772824106911,-79.9913755746853,Alleghany County,Staunton,Lexington,-79.9913755746853,37.772824106911,2023-12-18,2023,December,12,Monday,0,Deer,I-64
2920,d657ff39-2063-4c47-b072-30c63d65c3a6,12/13/2023 3:43:38 PM,Deer,,I-64,38.0337024171432,-78.6333263326164,Albemarle County,Culpeper,Charlottesville,-78.6333263326164,38.0337024171432,2023-12-13,2023,December,12,Wednesday,2,Deer,I-64
2910,3c2d00a6-ef39-441e-9d50-7ae861768bb4,12/11/2023 3:49:35 PM,Deer,,I-64,37.9449627975648,-78.1202568405921,Albemarle County,Culpeper,Charlottesville,-78.1202568405921,37.9449627975648,2023-12-11,2023,December,12,Monday,0,Deer,I-64
2909,5eedfdca-f24b-4b39-9345-20a660da6cf7,12/11/2023 3:31:41 PM,Deer,,I-64,37.9793633977016,-78.2181828132607,Albemarle County,Culpeper,Charlottesville,-78.2181828132607,37.9793633977016,2023-12-11,2023,December,12,Monday,0,Deer,I-64
2904,34629558-b29f-4059-99ec-df538268daa9,12/8/2023 12:50:55 PM,Deer,,I-64,38.0229782746015,-78.5784851255395,Albemarle County,Culpeper,Charlottesville,-78.5784851255395,38.0229782746015,2023-12-08,2023,December,12,Friday,4,Deer,I-64
2902,73212935-472f-4b32-ae79-00239b880579,12/6/2023 5:22:55 PM,Deer,,I-64,38.0215702674749,-78.5632678740908,Albemarle County,Culpeper,Charlottesville,-78.5632678740908,38.0215702674749,2023-12-06,2023,December,12,Wednesday,2,Deer,I-64
2886,a4c957ee-c42f-45e3-8ce9-ee28d816dc58,12/4/2023 4:46:15 PM,Deer,,I-64,38.0340512517676,-78.6256363744847,Albemarle County,Culpeper,Charlottesville,-78.6256363744847,38.0340512517676,2023-12-04,2023,December,12,Monday,0,Deer,I-64
2884,5956cf5e-8fbe-4c83-8eab-df5a4f1be421,12/4/2023 4:24:00 PM,Deer,,I-64,38.0462538397349,-78.7443201910836,Albemarle County,Culpeper,Charlottesville,-78.7443201910836,38.0462538397349,2023-12-04,2023,December,12,Monday,0,Deer,I-64
2882,0700b1ed-c661-41c6-953f-ecb95dd9d95c,12/1/2023 9:03:04 PM,Deer,,I-64,37.9917587620417,-78.247277967744,Albemarle County,Culpeper,Charlottesville,-78.247277967744,37.9917587620417,2023-12-01,2023,December,12,Friday,4,Deer,I-64
2925,1efa725b-a696-4478-a09a-847485295d2b,12/18/2023 2:47:22 PM,Other,Coyote,I-64,38.0373895351546,-78.703973793102,Albemarle County,Culpeper,Charlottesville,-78.703973793102,38.0373895351546,2023-12-18,2023,December,12,Monday,0,Coyote,I-64
2456,8dd182aa-6eb4-4d53-ba7e-3ab48982df00,11/1/2023 3:56:43 PM,Deer,,I-64,38.0212738957997,-78.4269928017811,Albemarle County,Culpeper,Charlottesville,-78.4269928017811,38.0212738957997,2023-11-01,2023,November,11,Wednesday,2,Deer,I-64
2453,a1b6bc1b-0380-43a8-8694-ad4059715ed1,11/1/2023 2:48:08 PM,Deer,,I-64,38.0153287045874,-78.3942949645477,Albemarle County,Culpeper,Charlottesville,-78.3942949645477,38.0153287045874,2023-11-01,2023,November,11,Wednesday,2,Deer,I-64
2452,29eeb081-3252-48d5-a264-45dfec428cc6,11/1/2023 2:05:56 PM,Deer,,I-64,38.0070778158743,-78.4943077289429,Albemarle County,Culpeper,Charlottesville,-78.4943077289429,38.0070778158743,2023-11-01,2023,November,11,Wednesday,2,Deer,I-64
2091,2952e5dc-a5c2-4049-b37c-873e6bfdd8df,6/5/2023 5:40:41 PM,Deer,,I-64,38.0126432842602,-78.5255153619137,Albemarle County,Culpeper,Charlottesville,-78.5255153619137,38.0126432842602,2023-06-05,2023,June,6,Monday,0,Deer,I-64
2087,febf4238-2b69-4ef9-be39-202978a4b059,6/3/2023 3:02:32 PM,Bear,,I-64,37.8934174830157,-79.566725445583,Rockbridge County,Staunton,Lexington,-79.566725445583,37.8934174830157,2023-06-03,2023,June,6,Saturday,5,Bear,I-64
2086,17faa58c-8b39-4d0d-b264-29b9c40da5b5,6/3/2023 1:39:12 PM,Deer,,I-64,37.8527274122768,-79.4793780368677,Rockbridge County,Staunton,Lexington,-79.4793780368677,37.8527274122768,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2085,864f7f81-c6b0-4478-aed2-ea5e5ee7a5ee,6/3/2023 1:21:08 PM,Deer,,I-64,37.8280320100943,-79.442897351748,Rockbridge County,Staunton,Lexington,-79.442897351748,37.8280320100943,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2084,77c2c958-2cce-4da8-874b-3408d8e32afe,6/3/2023 1:06:48 PM,Deer,,I-64,38.016810504304,-78.4527861515304,Albemarle County,Culpeper,Charlottesville,-78.4527861515304,38.016810504304,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2083,1304483e-49db-4a3c-9307-2120ff86d761,6/3/2023 12:47:28 PM,Deer,,I-64,37.9903265944681,-78.2438744151173,Albemarle County,Culpeper,Charlottesville,-78.2438744151173,37.9903265944681,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2082,7c8248fb-4dc5-4589-9e15-a64139b68443,6/3/2023 12:35:20 PM,Deer,,I-64,37.9665823572541,-78.187763795576,Albemarle County,Culpeper,Charlottesville,-78.187763795576,37.9665823572541,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2081,e67d42fd-4751-4175-b836-8b1704f84bd4,6/3/2023 12:22:49 PM,Deer,,I-64,37.9367204853357,-78.1015360447954,Albemarle County,Culpeper,Charlottesville,-78.1015360447954,37.9367204853357,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2080,20c9d1ae-d3de-4ef2-beed-654518913a02,6/3/2023 12:12:01 PM,Deer,,I-64,37.9588848261651,-78.1661081966235,Albemarle County,Culpeper,Charlottesville,-78.1661081966235,37.9588848261651,2023-06-03,2023,June,6,Saturday,5,Deer,I-64
2078,0d8bc270-13cb-4d9b-949e-34718008e30a,6/1/2023 10:15:21 PM,Deer,,I-64,37.9885940525971,-78.2397983512388,Albemarle County,Culpeper,Charlottesville,-78.2397983512388,37.9885940525971,2023-06-01,2023,June,6,Thursday,3,Deer,I-64
2077,125ded5e-988a-4d94-9f68-cf4fd0a0221f,6/1/2023 9:00:23 PM,Deer,,I-64,38.0072014515506,-78.4968046501047,Albemarle County,Culpeper,Charlottesville,-78.4968046501047,38.0072014515506,2023-06-01,2023,June,6,Thursday,3,Deer,I-64
2076,0ce0df1e-48b4-49ec-9796-027d45a02f84,6/1/2023 8:19:03 PM,Deer,,I-64,38.0362591653655,-78.7001257436966,Albemarle County,Culpeper,Charlottesville,-78.7001257436966,38.0362591653655,2023-06-01,2023,June,6,Thursday,3,Deer,I-64
2075,c39939f7-ffe8-45bc-b994-f3db7d91a779,6/1/2023 8:02:17 PM,Deer,,I-64,38.0319844212206,-78.6462401735763,Albemarle County,Culpeper,Charlottesville,-78.6462401735763,38.0319844212206,2023-06-01,2023,June,6,Thursday,3,Deer,I-64
2074,34e988bb-4452-40e9-84d4-990dc0c6afff,6/1/2023 7:48:49 PM,Deer,,I-64,38.0148830494021,-78.5285022012359,Albemarle County,Culpeper,Charlottesville,-78.5285022012359,38.0148830494021,2023-06-01,2023,June,6,Thursday,3,Deer,I-64
2065,7904d143-1745-41d7-bb8e-1afc62704b4f,5/30/2023 11:44:23 PM,Deer,,I-64,38.0322577996015,-78.6404427956053,Albemarle County,Culpeper,Charlottesville,-78.6404427956053,38.0322577996015,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2064,f155c7e8-45dd-402c-94dd-124edb504f80,5/30/2023 11:32:57 PM,Deer,,I-64,38.044326835803,-78.724801732592,Albemarle County,Culpeper,Charlottesville,-78.724801732592,38.044326835803,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2063,8d1c3f22-700f-4833-b018-25422c7cff11,5/30/2023 11:14:28 PM,Deer,,I-64,38.0415000530236,-78.7178992508082,Albemarle County,Culpeper,Charlottesville,-78.7178992508082,38.0415000530236,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2093,54ee2c37-a14f-465f-ac0e-3f4a2faf79e0,6/5/2023 7:05:51 PM,Deer,,I-64,37.9408785927497,-78.1104062701352,Albemarle County,Culpeper,Charlottesville,-78.1104062701352,37.9408785927497,2023-06-05,2023,June,6,Monday,0,Deer,I-64
2095,eeea07e2-65e8-43ed-a2c0-f2b855e46039,6/5/2023 7:13:22 PM,Deer,,I-64,37.9186716228549,-78.0758003324172,Albemarle County,Culpeper,Charlottesville,-78.0758003324172,37.9186716228549,2023-06-05,2023,June,6,Monday,0,Deer,I-64
2096,f0cee041-114e-4912-8857-776d90cd5b85,6/5/2023 7:20:00 PM,Deer,,I-64,37.9066318261327,-78.0583432013748,Albemarle County,Culpeper,Charlottesville,-78.0583432013748,37.9066318261327,2023-06-05,2023,June,6,Monday,0,Deer,I-64
2097,7ba4c7d6-1c10-42b3-a8d2-ef3bafcfb06b,6/5/2023 9:19:22 PM,Deer,,I-64,38.0329944484345,-78.634564316195,Albemarle County,Culpeper,Charlottesville,-78.634564316195,38.0329944484345,2023-06-05,2023,June,6,Monday,0,Deer,I-64
2131,c304953d-0319-4669-98a8-d353fed40380,6/12/2023 5:20:49 PM,Deer,,I-64,38.0361205936298,-78.6973372205283,Albemarle County,Culpeper,Charlottesville,-78.6973372205283,38.0361205936298,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2130,447b3fe5-6bc4-429e-acc1-eb2384730da6,6/12/2023 5:00:19 PM,Deer,,I-64,38.0098707546325,-78.3721563243566,Albemarle County,Culpeper,Charlottesville,-78.3721563243566,38.0098707546325,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2129,5fd56fcd-5b8d-49aa-8bc5-aa12b80ff701,6/12/2023 4:58:22 PM,Deer,,I-64,37.7966789388163,-79.4066494420681,Rockbridge County,Staunton,Lexington,-79.4066494420681,37.7966789388163,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2128,fb9282e9-4bf2-4099-a8d8-7484a51edd74,6/12/2023 4:38:35 PM,Deer,,I-64,37.9375490649002,-78.103001262041,Albemarle County,Culpeper,Charlottesville,-78.103001262041,37.9375490649002,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2127,2a22a69e-492c-4707-829b-b8c6a3647b9b,6/12/2023 4:33:53 PM,Deer,,I-64,37.7997780997614,-79.4125190408866,Rockbridge County,Staunton,Lexington,-79.4125190408866,37.7997780997614,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2126,375c7d36-b4a4-418f-b291-1f7c1a80c8b2,6/12/2023 4:16:38 PM,Other,Raccoon,I-64,37.8652098409162,-79.4971000530523,Rockbridge County,Staunton,Lexington,-79.4971000530523,37.8652098409162,2023-06-12,2023,June,6,Monday,0,Raccoon,I-64
2125,2fd41c3e-5bf9-4cca-a4ee-3f94daaf1c61,6/12/2023 3:14:29 PM,Deer,,I-64,37.7996446704181,-79.4110258223903,Rockbridge County,Staunton,Lexington,-79.4110258223903,37.7996446704181,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2124,8eee2180-c6cf-43a6-9205-0612e208f584,6/12/2023 3:14:56 PM,Deer,,I-64,37.9536849542245,-78.1449564707378,Albemarle County,Culpeper,Charlottesville,-78.1449564707378,37.9536849542245,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2062,601909e6-1297-4c72-b4c5-5ac0e347ec8e,5/30/2023 10:50:51 PM,Deer,,I-64,38.0088955737501,-78.4847631086953,Albemarle County,Culpeper,Charlottesville,-78.4847631086953,38.0088955737501,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2116,c526fb5e-0891-4ba6-9bdf-5191ad7481e5,6/9/2023 7:46:48 PM,Deer,,I-64,37.8584504559951,-79.485015997313,Rockbridge County,Staunton,Lexington,-79.485015997313,37.8584504559951,2023-06-09,2023,June,6,Friday,4,Deer,I-64
2113,236a9603-4b45-48d3-999d-b2e3daedf6f1,6/8/2023 9:01:06 PM,Deer,,I-64,38.0345006056647,-78.6045403537246,Albemarle County,Culpeper,Charlottesville,-78.6045403537246,38.0345006056647,2023-06-08,2023,June,6,Thursday,3,Deer,I-64
2112,7bc0f785-fd2d-4f2a-ab42-7bd8a7a22846,6/8/2023 8:27:44 PM,Bear,,I-64,38.0465060875348,-78.7884518678711,Albemarle County,Culpeper,Charlottesville,-78.7884518678711,38.0465060875348,2023-06-08,2023,June,6,Thursday,3,Bear,I-64
2108,351962b8-f521-41b1-a843-a46c8c2e0977,6/7/2023 10:03:38 PM,Deer,,I-64,38.0000168605141,-78.3474275991887,Albemarle County,Culpeper,Charlottesville,-78.3474275991887,38.0000168605141,2023-06-07,2023,June,6,Wednesday,2,Deer,I-64
2107,54197a63-6011-4b57-9470-6c06451769a0,6/7/2023 9:52:45 PM,Deer,,I-64,37.9902651548057,-78.2435635789728,Louisa County,Culpeper,Louisa,-78.2435635789728,37.9902651548057,2023-06-07,2023,June,6,Wednesday,2,Deer,I-64
2106,a5bafd05-b76f-4566-b1e8-37b157417a6e,6/7/2023 9:37:55 PM,Deer,,I-64,37.937772579689,-78.1026431499622,Louisa County,Culpeper,Louisa,-78.1026431499622,37.937772579689,2023-06-07,2023,June,6,Wednesday,2,Deer,I-64
2105,5cfb9a9f-9ce9-4160-9851-a8db96109685,6/7/2023 9:26:04 PM,Deer,,I-64,37.9385816026834,-78.1053795107436,Fluvanna County,Culpeper,Louisa,-78.1053795107436,37.9385816026834,2023-06-07,2023,June,6,Wednesday,2,Deer,I-64
2104,de32ceb2-67e2-4778-b618-943e0542d452,6/7/2023 8:15:46 PM,Deer,,I-64,38.0424175411819,-78.8238283899416,Albemarle County,Culpeper,Charlottesville,-78.8238283899416,38.0424175411819,2023-06-07,2023,June,6,Wednesday,2,Deer,I-64
2099,2766876c-59ef-4070-b82c-267907f8726c,6/6/2023 9:51:34 PM,Deer,,I-64,38.0379807645609,-78.7067295905063,Albemarle County,Culpeper,Charlottesville,-78.7067295905063,38.0379807645609,2023-06-06,2023,June,6,Tuesday,1,Deer,I-64
2115,be20e515-0a29-4769-b0d3-a055b811f339,6/9/2023 5:52:08 PM,Deer,,I-64,37.8903301151318,-79.590623186013,Rockbridge County,Staunton,Lexington,-79.590623186013,37.8903301151318,2023-06-09,2023,June,6,Friday,4,Deer,I-64
2061,65263366-9fa7-4a7f-af9d-81ee4038eecd,5/30/2023 9:24:32 PM,Deer,,I-64,37.9943234884458,-78.2611970429803,Albemarle County,Culpeper,Charlottesville,-78.2611970429803,37.9943234884458,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2060,8314278a-3527-47f4-bca2-199e9d120d90,5/30/2023 9:13:06 PM,Deer,,I-64,38.0085680575635,-78.3706400261603,Albemarle County,Culpeper,Charlottesville,-78.3706400261603,38.0085680575635,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2059,5a086217-0f77-4a8c-9d17-aa4d55ebbb0a,5/30/2023 8:57:00 PM,Deer,,I-64,37.993021689152,-78.2506416028658,Albemarle County,Culpeper,Charlottesville,-78.2506416028658,37.993021689152,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2025,f28bcfde-40f1-437e-ba3e-f6457664dc2b,5/19/2023 12:58:16 PM,Deer,,I-64,37.9334790827229,-78.0960181550212,Albemarle County,Culpeper,Charlottesville,-78.0960181550212,37.9334790827229,2023-05-19,2023,May,5,Friday,4,Deer,I-64
2019,4bd84f90-6701-4b63-b9de-c5c16d6d1203,5/17/2023 2:20:54 PM,Other,Dog,I-64,37.9731788208811,-78.2041124107298,Albemarle County,Culpeper,Charlottesville,-78.2041124107298,37.9731788208811,2023-05-17,2023,May,5,Wednesday,2,Dog,I-64
2016,bf8e5981-dcab-482b-ab4a-b64da8584f7d,5/15/2023 6:04:56 PM,Deer,,I-64,37.997615270023,-78.3350307184336,Albemarle County,Culpeper,Charlottesville,-78.3350307184336,37.997615270023,2023-05-15,2023,May,5,Monday,0,Deer,I-64
2015,a5c44751-ba69-4664-8d88-78f0eb91cdd2,5/15/2023 5:49:23 PM,Deer,,I-64,38.0086817172297,-78.3710005120423,Albemarle County,Culpeper,Charlottesville,-78.3710005120423,38.0086817172297,2023-05-15,2023,May,5,Monday,0,Deer,I-64
2014,a9b20fc0-f03f-40a0-a04e-5905d7c28084,5/13/2023 1:36:33 PM,Bear,,I-64,38.0432043923421,-78.8101609424491,Albemarle County,Culpeper,Charlottesville,-78.8101609424491,38.0432043923421,2023-05-13,2023,May,5,Saturday,5,Bear,I-64
2013,92a00146-d539-4685-a250-b7486aa789cb,5/12/2023 3:19:47 PM,Deer,,I-64,38.0044498349349,-78.359780301739,Albemarle County,Culpeper,Charlottesville,-78.359780301739,38.0044498349349,2023-05-12,2023,May,5,Friday,4,Deer,I-64
2011,060d06e5-5714-4978-a8b9-572f7d88cb79,5/11/2023 4:44:50 PM,Deer,,I-64,37.811304163223,-79.685351662412,Alleghany County,Staunton,Lexington,-79.685351662412,37.811304163223,2023-05-11,2023,May,5,Thursday,3,Deer,I-64
2009,0d5277db-79c2-4030-b5d9-6d1cc5907b38,5/9/2023 4:46:15 PM,Deer,,I-64,38.0349196305993,-78.607002062551,Albemarle County,Culpeper,Charlottesville,-78.607002062551,38.0349196305993,2023-05-09,2023,May,5,Tuesday,1,Deer,I-64
2026,c57a4d96-4bc2-4bc0-972c-b6e4c606067b,5/19/2023 1:15:29 PM,Deer,,I-64,37.9767824760329,-78.2109681437716,Albemarle County,Culpeper,Charlottesville,-78.2109681437716,37.9767824760329,2023-05-19,2023,May,5,Friday,4,Deer,I-64
2008,1eb451eb-97c5-4202-8608-469e533ac66f,5/9/2023 3:49:32 PM,Deer,,I-64,37.9526866101024,-78.1407524935723,Albemarle County,Culpeper,Charlottesville,-78.1407524935723,37.9526866101024,2023-05-09,2023,May,5,Tuesday,1,Deer,I-64
2005,4f578dbc-44d6-4992-9a39-785f7d9c91de,5/8/2023 5:36:02 PM,Deer,,I-64,37.8333200055673,-79.4447457236648,Rockbridge County,Staunton,Lexington,-79.4447457236648,37.8333200055673,2023-05-08,2023,May,5,Monday,0,Deer,I-64
2004,cf0e4156-7fc8-48f6-b115-0113b996f251,5/8/2023 5:25:03 PM,Deer,,I-64,37.8428622434632,-79.4541168938552,Rockbridge County,Staunton,Lexington,-79.4541168938552,37.8428622434632,2023-05-08,2023,May,5,Monday,0,Deer,I-64
2003,0507bfbb-9532-42e7-9511-b5caea61e582,5/8/2023 5:22:23 PM,Deer,,I-64,38.0446976306725,-78.7524869704051,Albemarle County,Culpeper,Charlottesville,-78.7524869704051,38.0446976306725,2023-05-08,2023,May,5,Monday,0,Deer,I-64
2000,5c89ed8c-5430-4aa4-9ddb-7c88b21a5cfc,5/8/2023 2:08:09 PM,Deer,,I-64,37.7917862114243,-79.8869486329759,Alleghany County,Staunton,Lexington,-79.8869486329759,37.7917862114243,2023-05-08,2023,May,5,Monday,0,Deer,I-64
1999,c2782226-6813-4254-8c63-b2b905951504,5/5/2023 6:02:14 PM,Deer,,I-64,37.9968461415265,-78.3224797501658,Albemarle County,Culpeper,Charlottesville,-78.3224797501658,37.9968461415265,2023-05-05,2023,May,5,Friday,4,Deer,I-64
1995,50d6dfce-d200-4e62-bc82-dd3c2e4f3a30,5/4/2023 3:02:42 PM,Deer,,I-64,37.9348401297084,-78.0982603747711,Albemarle County,Culpeper,Charlottesville,-78.0982603747711,37.9348401297084,2023-05-04,2023,May,5,Thursday,3,Deer,I-64
1994,37055cd9-955f-498f-aac4-2aa2c5dff41b,5/2/2023 5:34:18 PM,Deer,,I-64,38.0094145370531,-78.371137132738,Albemarle County,Culpeper,Charlottesville,-78.371137132738,38.0094145370531,2023-05-02,2023,May,5,Tuesday,1,Deer,I-64
1993,d2d09295-96dc-42c8-939a-31971a58f9ac,5/2/2023 5:24:54 PM,Bear,,I-64,37.9968897207416,-78.3040049234881,Albemarle County,Culpeper,Charlottesville,-78.3040049234881,37.9968897207416,2023-05-02,2023,May,5,Tuesday,1,Bear,I-64
2006,7faf56b4-dfeb-4d4f-8ba6-b5c17da4c68e,5/8/2023 6:12:19 PM,Deer,,I-64,38.022236402159,-78.5467486410857,Albemarle County,Culpeper,Charlottesville,-78.5467486410857,38.022236402159,2023-05-08,2023,May,5,Monday,0,Deer,I-64
2132,5a185590-5dc8-4962-94c0-94334ab61562,6/12/2023 5:34:14 PM,Deer,,I-64,38.046595478474,-78.7879512203689,Albemarle County,Culpeper,Charlottesville,-78.7879512203689,38.046595478474,2023-06-12,2023,June,6,Monday,0,Deer,I-64
2031,66df65db-e101-45ef-bb7e-8b948ee5d42c,5/22/2023 4:22:48 PM,Deer,,I-64,38.0338923430544,-78.6013116844503,Albemarle County,Culpeper,Charlottesville,-78.6013116844503,38.0338923430544,2023-05-22,2023,May,5,Monday,0,Deer,I-64
2033,8dcb2855-1e97-4291-a489-dd663622e28a,5/22/2023 6:40:06 PM,Deer,,I-64,37.9921412872221,-78.2480812490108,Albemarle County,Culpeper,Charlottesville,-78.2480812490108,37.9921412872221,2023-05-22,2023,May,5,Monday,0,Deer,I-64
2056,b888c913-1a34-4251-9d7a-310e89fc69f6,5/30/2023 5:05:20 PM,Deer,,I-64,37.7978225797903,-79.4075350064214,Rockbridge County,Staunton,Lexington,-79.4075350064214,37.7978225797903,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2055,64080094-70b5-402a-a135-4ad654ff376d,5/30/2023 4:14:07 PM,Deer,,I-64,37.8311362358459,-79.7607104797919,Alleghany County,Staunton,Lexington,-79.7607104797919,37.8311362358459,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2054,b162b9a3-6789-493f-9395-aa78cf2664c9,5/30/2023 4:00:57 PM,Deer,,I-64,37.8274189557182,-79.798617706226,Alleghany County,Staunton,Lexington,-79.798617706226,37.8274189557182,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2053,d5e2282a-dfc0-447e-9a2a-2476f3161e74,5/30/2023 3:20:49 PM,Deer,,I-64,37.871384190513,-79.5153593717548,Rockbridge County,Staunton,Lexington,-79.5153593717548,37.871384190513,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2052,9044a8aa-029b-4aec-b386-04a206f62b95,5/30/2023 2:54:53 PM,Deer,,I-64,37.8082595331114,-79.4319235675046,Rockbridge County,Staunton,Lexington,-79.4319235675046,37.8082595331114,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2051,ce8480d7-268b-4fda-91a5-315d005d3a2f,5/30/2023 2:28:25 PM,Deer,,I-64,37.8061572785122,-79.4280818391885,Rockbridge County,Staunton,Lexington,-79.4280818391885,37.8061572785122,2023-05-30,2023,May,5,Tuesday,1,Deer,I-64
2048,e6efa7d8-b216-4e7b-8404-aead4c51bf92,5/26/2023 12:49:04 PM,Bear,,I-64,37.7954596297713,-79.3993923101186,Rockbridge County,Staunton,Lexington,-79.3993923101186,37.7954596297713,2023-05-26,2023,May,5,Friday,4,Bear,I-64
